Event_COLOR_CODE,Event_ROOT_COLOR_CODE,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Root Event Code,Main Reason,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Destination City,Keyword,Duplicate Entry
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,"http://www.greenwichtime.com/news/politics/article/Kerry-mulls-visit-to-Syrian-refugee-camp-in-Jordan-4667758.php
",Syria,Syria,,1
"571d14
",571d1a,SY,SY,SY,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",35,38,35,38,35,38,"http://www.kuna.net.kw/ArticleDetails.aspx?id=2322581&language=en
",Syria,Syria,,1
"571d14
",571d1c,AE,AE,AE,053,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Rally support on behalf of
",25.2522,55.28,25.2522,55.28,25.2522,55.28,"http://www.uaeinteract.com/docs/UAE_RCA_begins_distributing_clothes_among_Syrian_refugee_children/56136.htm
","Dubai, Dubayy, United Arab Emirates","Dubai, Dubayy, United Arab Emirates",,1
"17534d 
",175357,SY,LE,LE,073,07,"PROVIDE AID
","Provide humanitarian aid
",35,38,33.8333,35.8333,33.8333,35.8333,"http://www.kuna.net.kw/ArticleDetails.aspx?id=2322622&language=en
",Syria,Lebanon,,1
"5e75bf
",5e75c8,SY,TU,TU,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35.9306,36.6339,39,35,39,35,"http://www.globalpost.com/dispatch/news/afp/130716/un-envoy-syria-talks-child-toll-mounts
","Idlib, Idlib, Syria",Turkey,,1
"bf5e75
",bf5e7b,SY,TU,SY,042,04,"CONSULT
","Make a visit
",36.2028,37.1586,39,35,36.2028,37.1586,"http://www.unhcr.org/51e55cf96.html
","Aleppo, ?alab, Syria",Turkey,,1
"bf5e75
",bf5e7b,SY,TU,JO,042,04,"CONSULT
","Make a visit
",35.9306,36.6339,39,35,31,36,"http://www.globalpost.com/dispatch/news/afp/130716/un-envoy-syria-talks-child-toll-mounts
","Idlib, Idlib, Syria",Turkey,,1
"bf5e75
",bf5e7b,SY,TU,SY,042,04,"CONSULT
","Make a visit
",35,38,39,35,35,38,"http://reliefweb.int/report/syrian-arab-republic/unhcr-chief-urges-neighbours-maintain-open-access-fleeing-syrians
",Syria,Turkey,,1
"f82758
",f82764,AG,FR,AG,138,13,"THREATEN
","Threaten to use military force, not specified below
",28,3,46,2,28,3,"BBC Monitoring
",Algeria,France,,1
"f82758
",f82764,SY,TU,SY,138,13,"THREATEN
","Threaten to use military force, not specified below
",35,38,37.0594,37.3825,35,38,"http://www.todayszaman.com//news-321020-pkk-trains-members-of-other-terrorist-organizations.html
",Syria,"Gaziantep, Gaziantep, Turkey",,1
"144e57
",144e60,AG,FR,FR,180,18,"ASSAULT
","Use unconventional violence, not specified below
",28,3,46,2,46,2,"BBC Monitoring
",Algeria,France,,1
"144e57
",144e60,SY,TU,TU,180,18,"ASSAULT
","Use unconventional violence, not specified below
",35,38,37.0594,37.3825,37.0594,37.3825,"http://www.todayszaman.com//news-321020-pkk-trains-members-of-other-terrorist-organizations.html
",Syria,"Gaziantep, Gaziantep, Turkey",,1
"bf5e75
",bf5e7c,SY,US,SY,043,04,"CONSULT
","Host a visit
",35,38,38.8951,-77.0364,35,38,"http://www.washingtonpost.com/world/middle_east/kerry-returns-to-mideast-to-pursue-elusive-peace-talks-discuss-syria-egypt/2013/07/16/98daf722-ee13-11e2-bb32-725c8351a69e_story.html
",Syria,"Washington, District of Columbia, United States",,1
"5e75bf
",5e75c8,TU,SY,TU,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",39,35,35.9306,36.6339,39,35,"http://www.globalpost.com/dispatch/news/afp/130716/un-envoy-syria-talks-child-toll-mounts
",Turkey,"Idlib, Idlib, Syria",,1
"bf5e75
",bf5e7c,TU,SY,SY,043,04,"CONSULT
","Host a visit
",39,35,36.2028,37.1586,36.2028,37.1586,"http://www.unhcr.org/51e55cf96.html
",Turkey,"Aleppo, ?alab, Syria",,1
"bf5e75
",bf5e7c,TU,SY,JO,043,04,"CONSULT
","Host a visit
",39,35,35.9306,36.6339,31,36,"http://www.globalpost.com/dispatch/news/afp/130716/un-envoy-syria-talks-child-toll-mounts
",Turkey,"Idlib, Idlib, Syria",,1
"bf5e75
",bf5e7c,TU,SY,SY,043,04,"CONSULT
","Host a visit
",39,35,35,38,35,38,"http://reliefweb.int/report/syrian-arab-republic/unhcr-chief-urges-neighbours-maintain-open-access-fleeing-syrians
",Turkey,Syria,,1
"17534d 
",175357,US,US,US,073,07,"PROVIDE AID
","Provide humanitarian aid
",45.7326,-93.9196,45.7326,-93.9196,45.7326,-93.9196,"http://www.minnpost.com/minnesota-blog-cabin/2013/07/wounded-syrians-discover-their-compassionate-neighbor-israel
","Minnesota, United States","Minnesota, United States",,1
"bf5e75
",bf5e81,SY,LE,TU,192,19,"FIGHT
","Occupy territory
",36.2028,37.1586,33.8333,36,39,35,"http://www.unhcr.org/51e55cf96.html
","Aleppo, ?alab, Syria","Bekaa Valley, Béa, Lebanon",,1
"bf5e75
",bf5e81,TU,SY,SY,192,19,"FIGHT
","Occupy territory
",39,35,36.2028,37.1586,36.2028,37.1586,"http://www.unhcr.org/51e55cf96.html
",Turkey,"Aleppo, ?alab, Syria",,1
"bf5e75
",bf5e81,TU,SY,TU,192,19,"FIGHT
","Occupy territory
",39,35,36.2028,37.1586,39,35,"http://www.unhcr.org/51e55cf96.html
",Turkey,"Aleppo, ?alab, Syria",,1
"bf5e75
",bf5e7b,IS,IS,IS,042,04,"CONSULT
","Make a visit
",31.5,34.75,31.5,34.75,31.5,34.75,"http://www.washingtonpost.com/world/middle_east/kerry-returns-to-mideast-to-pursue-elusive-peace-talks-discuss-syria-egypt/2013/07/16/98daf722-ee13-11e2-bb32-725c8351a69e_story.html
",Israel,Israel,,1
"5f2fc4
",5f2fc6,SZ,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",46.1956,6.14811,35,38,35,38,"http://post.jagran.com/keep-borders-open-for-syrian-refugees-says-unhcr-1374061006
","Geneva, Genè, Switzerland",Syria,,1
"bf5e75
",bf5e80,SZ,SY,SY,191,19,"FIGHT
","Impose blockade, restrict movement 
",46.1956,6.14811,35,38,35,38,"http://post.jagran.com/keep-borders-open-for-syrian-refugees-says-unhcr-1374061006
","Geneva, Genè, Switzerland",Syria,,1
"ff4800
",ff4803,EG,EG,EG,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",30.0445,31.2332,30.0445,31.2332,30.0445,31.2332,"http://www.enewspf.com/latest-news/latest-national/latest-national-news/44441-state-department-briefing-by-marie-harf-july-17-2013.html
","Arab League, Al Qahirah, Egypt","Arab League, Al Qahirah, Egypt",,1
"ff4800
",ff4803,EG,SY,EG,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",30.0445,31.2332,35,38,30.0445,31.2332,"http://www.enewspf.com/latest-news/latest-national/latest-national-news/44441-state-department-briefing-by-marie-harf-july-17-2013.html
","Arab League, Al Qahirah, Egypt",Syria,,1
"5e75bf
",5e75c8,IZ,SY,TU,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",33,44,33.5,36.3,39,35,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
",Iraq,"Damascus, Dimashq, Syria",,1
"5e75bf
",5e75c8,JO,SY,TU,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",31,36,33.5,36.3,39,35,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
",Jordan,"Damascus, Dimashq, Syria",,1
"bf5e75
",bf5e7c,JO,SY,TU,043,04,"CONSULT
","Host a visit
",31.95,35.9333,35,38,39,35,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
","Amman, (JO11), Jordan",Syria,,1
"bf5e75
",bf5e7c,IZ,SY,JO,043,04,"CONSULT
","Host a visit
",33,44,33.5,36.3,31,36,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
",Iraq,"Damascus, Dimashq, Syria",,1
"bf5e75
",bf5e7c,IZ,SY,IZ,043,04,"CONSULT
","Host a visit
",33,44,35,38,33,44,"http://post.jagran.com/keep-borders-open-for-syrian-refugees-says-unhcr-1374061006
",Iraq,Syria,,1
"bf5e75
",bf5e7c,IZ,SY,SY,043,04,"CONSULT
","Host a visit
",33,44,35,38,35,38,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
",Iraq,Syria,,1
"bf5e75
",bf5e7c,JO,SY,JO,043,04,"CONSULT
","Host a visit
",31,36,33.5,36.3,31,36,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
",Jordan,"Damascus, Dimashq, Syria",,3
"17534d 
",175357,IZ,SY,LE,073,07,"PROVIDE AID
","Provide humanitarian aid
",33,44,35,38,33.8333,35.8333,"http://reliefweb.int/report/jordan/number-syrian-children-fleeing-conflict-nears-one-million-says-save-children
",Iraq,Syria,,3
"17534d 
",175357,IZ,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33,44,35,38,35,38,"http://reliefweb.int/report/jordan/number-syrian-children-fleeing-conflict-nears-one-million-says-save-children
",Iraq,Syria,,3
"17534d 
",175357,TU,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",39,35,35,38,35,38,"http://reliefweb.int/report/jordan/number-syrian-children-fleeing-conflict-nears-one-million-says-save-children
",Turkey,Syria,,1
"bf5e75
",bf5e7b,IS,IS,IS,042,04,"CONSULT
","Make a visit
",31.5,34.75,31.5,34.75,31.5,34.75,"http://www.timesofisrael.com/kerry-mulls-visit-to-syrian-refugee-camp-in-jordan/
",Israel,Israel,,1
"5e75bf
",5e75c8,JO,SY,JO,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",31.95,35.9333,35,38,31.95,35.9333,"http://www.businessweek.com/news/2013-07-17/kerry-says-gap-between-israelis-palestinians-has-narrowed-1
","Amman, (JO11), Jordan",Syria,,1
"5e75bf
",5e75c8,JO,SY,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",31.95,35.9333,35,38,35,38,"http://www.businessweek.com/news/2013-07-17/kerry-says-gap-between-israelis-palestinians-has-narrowed-1
","Amman, (JO11), Jordan",Syria,,1
"bf5e75
",bf5e7b,JO,SY,SY,042,04,"CONSULT
","Make a visit
",31.95,35.9333,35,38,35,38,"http://www.voanews.com/content/kerry-israeli-palestinian-talks-getting-closer/1703723.html
","Amman, (JO11), Jordan",Syria,,1
"bf5e75
",bf5e7b,IS,IS,IS,042,04,"CONSULT
","Make a visit
",31.5,34.75,31.5,34.75,31.5,34.75,"http://www.philly.com/philly/wires/ap/news/nation_world/20130716_ap_fdd2c76c81824ae38d68e355f8e3a134.html
",Israel,Israel,,1
"bf5e75
",bf5e7c,IS,IS,IS,043,04,"CONSULT
","Host a visit
",31.7667,35.2333,31.7667,35.2333,31.7667,35.2333,"http://www.njjewishnews.com/article/18054/the-cold-comfort-of-israels-status-quo
","Jerusalem, Israel (general), Israel","Jerusalem, Israel (general), Israel",,1
"bf5e75
",bf5e7c,JO,SY,JO,043,04,"CONSULT
","Host a visit
",31.95,35.9333,35,38,31.95,35.9333,"http://www.newstrackindia.com/newsdetails/2013/07/18/16--Jordan-supports-US-encouraged-Palestinian-Israeli-talks-.html
","Amman, (JO11), Jordan",Syria,,1
"bf5e75
",bf5e7c,JO,SY,SY,043,04,"CONSULT
","Host a visit
",31.95,35.9333,35,38,35,38,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
","Amman, (JO11), Jordan",Syria,,1
"571d14
",571d1a,JO,SY,JO,051,05,"ENGAGE IN DIPLOMATIC COOPERATION
","Praise or endorse
",31.95,35.9333,35,38,31.95,35.9333,"http://en.ammonnews.net/article.aspx?articleno=22349
","Amman, (JO11), Jordan",Syria,,1
"17534d 
",175357,JO,SY,LE,073,07,"PROVIDE AID
","Provide humanitarian aid
",31,36,35,38,33.8333,35.8333,"http://reliefweb.int/report/jordan/number-syrian-children-fleeing-conflict-nears-one-million-says-save-children
",Jordan,Syria,,1
"17534d 
",175357,JO,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",31,36,35,38,35,38,"http://reliefweb.int/report/jordan/number-syrian-children-fleeing-conflict-nears-one-million-says-save-children
",Jordan,Syria,,1
"17534d 
",175357,LE,SY,SY,073,07,"PROVIDE AID
","Provide humanitarian aid
",33.8333,35.8333,35,38,35,38,"http://reliefweb.int/report/jordan/number-syrian-children-fleeing-conflict-nears-one-million-says-save-children
",Lebanon,Syria,,1
"5f2fc4
",5f2fcb,LE,SY,SY,025,02,"APPEAL
","Appeal to yield
",33.8719,35.5097,33.5,36.3,33.5,36.3,"http://www.latimes.com/news/nationworld/world/middleeast/la-fg-syria-assassinate-20130718,0,6226952.story
","Beirut, Beyrouth, Lebanon","Damascus, Dimashq, Syria",,1
"5f2fc4
",5f2fcb,LE,LE,LE,025,02,"APPEAL
","Appeal to yield
",33.8719,35.5097,33.8719,35.5097,33.8719,35.5097,"http://www.latimes.com/news/nationworld/world/middleeast/la-fg-syria-assassinate-20130718,0,6226952.story
","Beirut, Beyrouth, Lebanon","Beirut, Beyrouth, Lebanon",,1
"5e75bf
",5e75c8,LE,SY,TU,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",33.8333,35.8333,33.5,36.3,39,35,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
",Lebanon,"Damascus, Dimashq, Syria",,1
"bf5e75
",bf5e7c,IZ,SY,TU,043,04,"CONSULT
","Host a visit
",33,44,35,38,39,35,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
",Iraq,Syria,,1
"bf5e75
",bf5e7c,LE,SY,JO,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,33.5,36.3,31,36,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
",Lebanon,"Damascus, Dimashq, Syria",,1
"bf5e75
",bf5e7c,LE,SY,SY,043,04,"CONSULT
","Host a visit
",33.8333,35.8333,35,38,35,38,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
",Lebanon,Syria,,1
"17534d 
",175357,AS,AS,AS,073,07,"PROVIDE AID
","Provide humanitarian aid
",-27,133,-27,133,-27,133,"http://reliefweb.int/report/jordan/number-syrian-children-fleeing-conflict-nears-one-million-says-save-children
",Australia,Australia,,1
"17534d 
",175357,JO,JO,JO,073,07,"PROVIDE AID
","Provide humanitarian aid
",31,36,31,36,31,36,"http://reliefweb.int/report/jordan/number-syrian-children-fleeing-conflict-nears-one-million-says-save-children
",Jordan,Jordan,,1
"e9c392
",e9c396,FR,FR,FR,112,11,"DISAPPROVE
","Accuse, not specified below
",46,2,46,2,46,2,"http://www.france24.com/en/20130717-syrians-flee-rate-not-seen-rwanda-genocide-un-says?ns_campaign=editorial&ns_source=RSS_public&ns_mchannel=RSS&ns_fee=0&ns_linkname=20130717_syrians_flee_rate_not_seen_rwanda
",France,France,,1
"e9c392
",e9c396,LE,SY,LE,112,11,"DISAPPROVE
","Accuse, not specified below
",33.8333,35.8333,35,38,33.8333,35.8333,"http://www.irishtimes.com/news/world/middle-east/refugees-fleeing-civil-war-approaching-rwanda-genocide-levels-says-un-official-1.1466756
",Lebanon,Syria,,1
"5f2fc4
",5f2fc6,SY,SY,SY,020,02,"APPEAL
","Appeal, not specified below
",35,38,35,38,35,38,"http://reliefweb.int/report/syrian-arab-republic/under-secretary-general-and-emergency-relief-coordinator-valerie-amos-0
",Syria,Syria,,1
"bf5e75
",bf5e7c,SY,SY,SY,043,04,"CONSULT
","Host a visit
",35,38,35,38,35,38,"http://reliefweb.int/report/syrian-arab-republic/under-secretary-general-and-emergency-relief-coordinator-valerie-amos-0
",Syria,Syria,,1
"571d21
",571d27,SY,SY,SY,060,06,"ENGAGE IN MATERIAL COOPERATION
","Engage in material cooperation, not specified below
",35,38,35,38,35,38,"http://reliefweb.int/report/syrian-arab-republic/under-secretary-general-and-emergency-relief-coordinator-valerie-amos-0
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",35,38,35,38,35,38,"http://reliefweb.int/report/syrian-arab-republic/under-secretary-general-and-emergency-relief-coordinator-valerie-amos-0
",Syria,Syria,,1
"ff4800
",ff4803,SY,SY,SY,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",35,38,35,38,35,38,"http://www.allvoices.com/contributed-news/15011451-syrian-refugee-crisis-worse-in-20-years-united-nations
",Syria,Syria,,1
"5f2fc4
",5f2fc9,SY,EG,SY,0233,02,"APPEAL
","Appeal for humanitarian aid
",35,38,30.0445,31.2332,35,38,"http://www.state.gov/r/pa/prs/dpb/2013/07/212073.htm
",Syria,"Arab League, Al Qahirah, Egypt",,1
"5f2fc4
",5f2fc9,SY,SY,SY,0233,02,"APPEAL
","Appeal for humanitarian aid
",35,38,35,38,35,38,"http://www.enewspf.com/latest-news/latest-national/latest-national-news/44441-state-department-briefing-by-marie-harf-july-17-2013.html
",Syria,Syria,,1
"5f2fc4
",5f2fcb,SY,SY,SY,025,02,"APPEAL
","Appeal to yield
",35,38,35,38,35,38,"http://www.todayszaman.com//news-321119-new-massive-attack-similar-to-reyhanli-bombings-prevented-at-last-moment.html
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,JO,042,04,"CONSULT
","Make a visit
",35,38,35,38,31.95,35.9333,"http://www.timesofisrael.com/kerry-mulls-visit-to-syrian-refugee-camp-in-jordan/
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,US,042,04,"CONSULT
","Make a visit
",35,38,35,38,38.8951,-77.0364,"http://www.philly.com/philly/wires/ap/news/nation_world/20130716_ap_fdd2c76c81824ae38d68e355f8e3a134.html
",Syria,Syria,,1
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",35,38,35,38,35,38,"http://www.timesofisrael.com/kerry-mulls-visit-to-syrian-refugee-camp-in-jordan/
",Syria,Syria,,1
"c1f827
",c1f82f,EG,EG,EG,080,08,"YIELD
","Yield, not specified below 
",27,30,27,30,27,30,"http://post.jagran.com/keep-borders-open-for-syrian-refugees-says-unhcr-1374061006
",Egypt,Egypt,,1
"c1f827
",c1f82f,SY,SY,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,35,38,35,38,"http://www.neurope.eu/article/un-syria-refugee-crisis-comparable-rwanda
",Syria,Syria,,1
"c1f827
",c1f82f,SY,EG,EG,080,08,"YIELD
","Yield, not specified below 
",35,38,30.05,31.25,30.05,31.25,"http://www.latimes.com/news/nationworld/world/la-fg-wn-un-syrian-refugees-20130717,0,5018699.story?c=BJz_pelxHvUt5o0tUbXQTq8NDz36uAqn6T6mbZN9oTE&mkt=en-us
",Syria,"Cairo, Al Qahirah, Egypt",,1
"c1f827
",c1f82f,SY,EG,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,30.05,31.25,35,38,"http://www.latimes.com/news/nationworld/world/la-fg-wn-un-syrian-refugees-20130717,0,5018699.story?c=BJz_pelxHvUt5o0tUbXQTq8NDz36uAqn6T6mbZN9oTE&mkt=en-us
",Syria,"Cairo, Al Qahirah, Egypt",,1
"c1f827
",c1f82f,SY,EG,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,27,30,35,38,"http://www.canyon-news.com/artman2/publish/World_Headlines_1141/UN_Syrian_Civil_War_Worsening.php
",Syria,Egypt,,1
"5f2fc4
",5f2fc9,SY,EG,SY,0233,02,"APPEAL
","Appeal for humanitarian aid
",35,38,30.0445,31.2332,35,38,"http://www.enewspf.com/latest-news/latest-national/latest-national-news/44441-state-department-briefing-by-marie-harf-july-17-2013.html
",Syria,"Arab League, Al Qahirah, Egypt",,1
"5e75bf
",5e75c8,SY,IZ,TU,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",33.5,36.3,33,44,39,35,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
","Damascus, Dimashq, Syria",Iraq,,1
"5e75bf
",5e75c8,SY,JO,TU,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",33.5,36.3,31,36,39,35,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
","Damascus, Dimashq, Syria",Jordan,,1
"bf5e75
",bf5e7b,SY,IZ,JO,042,04,"CONSULT
","Make a visit
",33.5,36.3,33,44,31,36,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
","Damascus, Dimashq, Syria",Iraq,,1
"bf5e75
",bf5e7b,SY,JO,JO,042,04,"CONSULT
","Make a visit
",33.5,36.3,31,36,31,36,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
","Damascus, Dimashq, Syria",Jordan,,3
"bf5e75
",bf5e7b,SY,JO,TU,042,04,"CONSULT
","Make a visit
",35,38,31.95,35.9333,39,35,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
",Syria,"Amman, (JO11), Jordan",,1
"bf5e75
",bf5e7b,SY,IZ,IZ,042,04,"CONSULT
","Make a visit
",35,38,33,44,33,44,"http://post.jagran.com/keep-borders-open-for-syrian-refugees-says-unhcr-1374061006
",Syria,Iraq,,1
"bf5e75
",bf5e7b,SY,IZ,SY,042,04,"CONSULT
","Make a visit
",35,38,33,44,35,38,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
",Syria,Iraq,,1
"c1f827
",c1f82f,SY,IZ,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,33,44,35,38,"http://www.canyon-news.com/artman2/publish/World_Headlines_1141/UN_Syrian_Civil_War_Worsening.php
",Syria,Iraq,,1
"c1f827
",c1f82f,SY,JO,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,31,36,35,38,"http://www.canyon-news.com/artman2/publish/World_Headlines_1141/UN_Syrian_Civil_War_Worsening.php
",Syria,Jordan,,1
"bf5e75
",bf5e7c,SY,IS,SY,043,04,"CONSULT
","Host a visit
",35,38,31.5,34.75,35,38,"http://www.timesofisrael.com/kerry-mulls-visit-to-syrian-refugee-camp-in-jordan/
",Syria,Israel,,1
"5e75bf
",5e75c8,SY,JO,JO,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,31.95,35.9333,31.95,35.9333,"http://www.businessweek.com/news/2013-07-17/kerry-says-gap-between-israelis-palestinians-has-narrowed-1
",Syria,"Amman, (JO11), Jordan",,1
"5e75bf
",5e75c8,SY,JO,SY,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",35,38,31.95,35.9333,35,38,"http://www.businessweek.com/news/2013-07-17/kerry-says-gap-between-israelis-palestinians-has-narrowed-1
",Syria,"Amman, (JO11), Jordan",,1
"bf5e75
",bf5e7b,SY,SY,SY,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.5,36.3,33.5,36.3,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
","Damascus, Dimashq, Syria","Damascus, Dimashq, Syria",,1
"bf5e75
",bf5e7b,SY,JO,JO,042,04,"CONSULT
","Make a visit
",35,38,31.95,35.9333,31.95,35.9333,"http://www.newstrackindia.com/newsdetails/2013/07/18/16--Jordan-supports-US-encouraged-Palestinian-Israeli-talks-.html
",Syria,"Amman, (JO11), Jordan",,1
"bf5e75
",bf5e7b,SY,JO,SY,042,04,"CONSULT
","Make a visit
",35,38,31.95,35.9333,35,38,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
",Syria,"Amman, (JO11), Jordan",,1
"bf5e75
",bf5e7b,SY,JO,SY,042,04,"CONSULT
","Make a visit
",35,38,31,36,35,38,"http://www.njjewishnews.com/article/18054/the-cold-comfort-of-israels-status-quo
",Syria,Jordan,,1
"bf5e75
",bf5e7c,SY,JO,SY,043,04,"CONSULT
","Host a visit
",35,38,31.95,35.9333,35,38,"http://www.voanews.com/content/kerry-israeli-palestinian-talks-getting-closer/1703723.html
",Syria,"Amman, (JO11), Jordan",,1
"c1f827
",c1f82f,SY,TU,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,39,35,35,38,"http://www.canyon-news.com/artman2/publish/World_Headlines_1141/UN_Syrian_Civil_War_Worsening.php
",Syria,Turkey,,1
"5e75bf
",5e75c8,SY,LE,TU,036,03,"EXPRESS INTENT TO COOPERATE
","Express intent to meet or negotiate
",33.5,36.3,33.8333,35.8333,39,35,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
","Damascus, Dimashq, Syria",Lebanon,,1
"bf5e75
",bf5e7b,SY,LE,JO,042,04,"CONSULT
","Make a visit
",33.5,36.3,33.8333,35.8333,31,36,"http://www.thedailystar.net/beta2/news/syria-mortar-fire-hits-israeli-occupied-golan/
","Damascus, Dimashq, Syria",Lebanon,,1
"bf5e75
",bf5e7b,SY,IZ,TU,042,04,"CONSULT
","Make a visit
",35,38,33,44,39,35,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
",Syria,Iraq,,1
"bf5e75
",bf5e7b,SY,LE,SY,042,04,"CONSULT
","Make a visit
",35,38,33.8333,35.8333,35,38,"http://www.globalpost.com/dispatches/globalpost-blogs/rights/talking-peace-week-global-diplomatic-negotiations-3
",Syria,Lebanon,,1
"c1f827
",c1f82f,SY,LE,SY,080,08,"YIELD
","Yield, not specified below 
",35,38,33.8333,35.8333,35,38,"http://www.canyon-news.com/artman2/publish/World_Headlines_1141/UN_Syrian_Civil_War_Worsening.php
",Syria,Lebanon,,1
"bf5e75
",bf5e81,SY,SY,SY,192,19,"FIGHT
","Occupy territory
",35,38,35,38,35,38,"http://www.thisdaylive.com/articles/syria-crisis-worst-since-rwanda/153585/
",Syria,Syria,,1
"ff4800
",ff4801,SY,SY,SY,010,01,"MAKE PUBLIC STATEMENT
","Make statement, not specified below
",35,38,35,38,35,38,"http://www.bignewsnetwork.com/index.php/sid/215898017/scat/b8de8e630faf3631/ht/Syria-refugee-crisis-worst-since-Rwandan-genocide
",Syria,Syria,,1
"ff4800
",ff4803,IZ,SY,SY,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",33,44,35,38,35,38,"http://www.bignewsnetwork.com/index.php/sid/215898017/scat/b8de8e630faf3631/ht/Syria-refugee-crisis-worst-since-Rwandan-genocide
",Iraq,Syria,,1
"ff4800
",ff4803,LE,SY,SY,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",33.8333,35.8333,35,38,35,38,"http://www.bignewsnetwork.com/index.php/sid/215898017/scat/b8de8e630faf3631/ht/Syria-refugee-crisis-worst-since-Rwandan-genocide
",Lebanon,Syria,,1
"ff4800
",ff4803,SY,SY,SY,012,01,"MAKE PUBLIC STATEMENT
","Make pessimistic comment
",35,38,35,38,35,38,"http://www.bignewsnetwork.com/index.php/sid/215898017/scat/b8de8e630faf3631/ht/Syria-refugee-crisis-worst-since-Rwandan-genocide
",Syria,Syria,,1
