Northern Mariana Islands,1,Egypt,3,United States,5,Norway,1,Finland,2,Haiti,1,,,,,,,,,France,1,Armenia,2,Pakistan,2,,,Philippines,2,,,,,Turkey,1,Saudi Arabia,1,Cyprus,1,Libya,1,Sweden,2,Netherlands,1,,,United States,1,,,,,,,,,,,Pakistan,1,,,Gaza Strip,1,Canada,1,Philippines,1,Egypt,1,Germany,5,,,Gaza Strip,1,,,,,Kuwait,1,Luxembourg,1,Qatar,2,Yemen,1,Czech Republic,1,Italy,1,Israel,12,United Arab Emirates,1,Egypt,2,United Arab Emirates,1,Denmark,1,Yemen,3,,,Kuwait,5,Switzerland,1,Norway,3,Oceans,1,United States,6,Ireland,1,,,,,United Kingdom,3,Canada,1,South Korea,6,,,,,Ukraine,1,France,2,Spain,1,,,Israel,2,Uruguay,7,France,1,Israel,3,Oceans,2,Italy,1,Libya,4,Senegal,1,United Arab Emirates,18,Norway,9,Bulgaria,13,Norway,1,Hungary,1,Italy,2,Austria,1,Italy,3,Lebanon,25,Spain,4,Bolivia,2,Israel,9,Poland,1,Israel,9,Germany,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1,Italy,1,Turkey,18,Saudi Arabia,1,Italy,1,Denmark,2,,,,,,,,,,,Japan,2,Armenia,1,,,Italy,1,,,,,Ukraine,3,Norway,2,,,United States,1,Somalia,1,,,,,Myanmar,3,,,,,,,,,,,South Sudan,1,,,,,Azerbaijan,1,Australia,2,Uruguay,1,Egypt,3,,,France,1,,,,,Mexico,1,Saudi Arabia,1,Sweden,8,Italy,2,South Korea,1,Armenia,4,Pakistan,3,Switzerland,1,Japan,3,Qatar,1,Bahrain,1,Uruguay,1,,,,,,,Portugal,1,China,1,Tunisia,2,West Bank,9,,,,,Norway,2,Luxembourg,1,Sweden,1,,,,,Poland,1,Yemen,3,Tunisia,1,,,Pakistan,1,Qatar,1,Denmark,1,Kuwait,1,Japan,2,United Kingdom,5,Austria,7,Saudi Arabia,3,Sudan,3,Poland,2,China,4,Israel,11,Australia,28,South Africa,6,India,1,Yemen,2,Brazil,4,Australia,37,Somalia,3,Haiti,1,Cyprus,2,Ireland,5,Russia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,3,Saudi Arabia,1,Armenia,2,France,2,Estonia,1,United Kingdom,1,,,,,,,,,,,United States,5,,,,,Israel,4,,,,,,,Indonesia,2,,,Ireland,1,Malta,1,,,,,United Arab Emirates,2,,,,,,,,,,,France,4,,,,,Germany,4,Israel,2,,,Iran,3,,,Canada,1,,,,,,,Mexico,1,Ireland,2,Czech Republic,1,Gaza Strip,1,Cyprus,2,West Bank,9,Germany,1,Italy,1,South Sudan,1,,,,,,,,,,,Germany,3,,,Mexico,2,Yemen,3,,,,,Pakistan,4,Denmark,2,Macedonia,1,,,,,,,United Kingdom,6,Australia,2,,,Nepal,2,United Kingdom,2,,,Afghanistan,1,,,Switzerland,3,Iran,2,Israel,62,Malta,4,Italy,11,Slovenia,3,Italy,8,Spain,2,Sweden,2,Israel,8,Hungary,2,Bulgaria,1,Norway,6,Oceans,3,United Arab Emirates,1,Afghanistan,5,Belgium,7,Ukraine,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Czech Republic,1,Germany,2,Japan,1,Kosovo,1,,,,,,,,,,,China,1,,,,,West Bank,1,,,,,,,Switzerland,2,,,,,,,,,,,Norway,1,,,,,,,,,,,Iran,1,,,,,,,Oceans,3,,,Northern Mariana Islands,1,,,Luxembourg,2,,,,,,,Ukraine,1,Afghanistan,1,West Bank,1,,,Indonesia,1,France,1,Russia,1,Ecuador,3,Luxembourg,1,,,,,,,,,,,Sweden,1,,,Eritrea,2,Iran,3,,,,,New Zealand,2,Egypt,1,Kenya,1,,,,,,,Finland,1,South Africa,1,,,Germany,2,,,,,Philippines,1,,,Philippines,1,Australia,1,Oceans,5,Spain,14,Armenia,2,Italy,7,New Zealand,1,Netherlands,5,Armenia,4,Lebanon,31,Dominican Republic,1,Kosovo,4,Egypt,18,Saudi Arabia,8,Somalia,3,Malaysia,5,Congo,3,Spain,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sweden,2,Spain,1,,,,,,,,,,,,,,,Bangladesh,1,,,,,Iran,11,,,,,,,Morocco,2,,,,,,,,,,,France,1,,,,,,,,,,,Kuwait,2,,,,,,,Cyprus,29,,,South Sudan,1,,,Algeria,1,,,,,,,,,Canada,8,Libya,2,,,,,Afghanistan,3,Czech Republic,5,Greece,1,Canada,1,,,,,,,,,,,Central African Republic,1,,,Canada,1,Pakistan,2,,,,,Switzerland,1,Afghanistan,1,Egypt,2,,,,,,,Colombia,3,Czech Republic,1,,,Ukraine,1,,,,,Hungary,1,,,Macedonia,8,Albania,1,Yemen,8,Brazil,7,Bosnia-Herzegovina,1,Cyprus,1,Spain,7,Japan,2,Pakistan,1,Afghanistan,4,Sweden,3,Israel,5,Kuwait,9,Germany,34,Saudi Arabia,2,Iran,3,Norway,1,Azerbaijan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,South Africa,2,Morocco,2,,,,,,,,,,,,,,,,,,,,,Afghanistan,1,,,,,,,Malaysia,1,,,,,,,,,,,Azerbaijan,1,,,,,,,,,,,,,,,,,,,Libya,3,,,Norway,1,,,Sweden,1,,,,,,,,,New Zealand,6,Mali,1,,,,,Norway,2,,,Netherlands,1,Russia,1,,,,,,,,,,,Austria,1,,,Egypt,6,Spain,3,,,,,China,1,Kuwait,1,,,,,,,,,Afghanistan,5,Belgium,1,,,Iran,1,,,,,,,,,Afghanistan,1,Bulgaria,4,Afghanistan,10,Denmark,12,Hungary,34,Norway,10,Tanzania,1,Sweden,3,Afghanistan,2,Poland,6,Venezuela,1,Sri Lanka,1,Croatia,2,Australia,30,Hungary,11,Haiti,1,France,27,Kosovo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Germany,1,Gaza Strip,2,,,,,,,,,,,,,,,,,,,,,Canada,2,,,,,,,,,,,,,,,,,,,Pakistan,1,,,,,,,,,,,,,,,,,,,Italy,5,,,,,,,Greece,2,,,,,,,,,Italy,1,Sierra Leone,1,,,,,,,,,Congo,1,Spain,2,,,,,,,,,,,Uganda,1,,,Denmark,3,Sudan,1,,,,,Italy,3,Ireland,1,,,,,,,,,Ukraine,3,Austria,1,,,,,,,,,,,,,Germany,3,Indonesia,3,Kenya,4,Egypt,28,Austria,18,Greece,22,Kuwait,5,Afghanistan,3,Namibia,2,Bulgaria,1,Afghanistan,8,Guernsey,1,Austria,1,Haiti,2,Sweden,4,Congo,2,Qatar,1,Brazil,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Iran,2,Qatar,1,,,,,,,,,,,,,,,,,,,,,Bulgaria,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malta,3,,,,,,,Cyprus,1,,,,,,,,,Jersey,1,South Korea,1,,,,,,,,,United States,1,,,,,,,,,,,,,Ireland,1,,,Netherlands,9,Uruguay,3,,,,,South Sudan,1,,,,,,,,,,,Mali,3,,,,,,,,,,,,,,,Saudi Arabia,1,Eritrea,1,Ireland,8,India,4,Spain,9,Tunisia,1,Cuba,2,Eritrea,3,Iran,4,Kosovo,2,Panama,2,Kuwait,5,Hong Kong,2,Philippines,2,Italy,1,Spain,1,Bahrain,3,Bulgaria,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Italy,1,Puerto Rico,1,,,,,,,,,,,,,,,,,,,,,Czech Republic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,3,,,,,,,,,,,,,,,,,Armenia,3,Qatar,2,,,,,,,,,,,,,,,,,,,,,,,Brazil,1,,,Norway,1,South Korea,1,,,,,Nepal,1,,,,,,,,,,,Pakistan,3,,,,,,,,,,,,,,,Serbia,1,Burundi,3,France,21,China,13,Cameroon,1,United Arab Emirates,5,Malta,1,Belgium,3,China,5,United Arab Emirates,3,Austria,3,Hungary,10,Netherlands,2,Jersey,2,Bolivia,1,Egypt,2,Bangladesh,1,Pakistan,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Greece,1,,,,,,,,,,,,,,,,,,,,,,,Netherlands,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,1,,,,,,,,,,,,,,,,,Cyprus,1,Kuwait,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Nepal,1,United Arab Emirates,4,,,,,France,3,,,,,,,,,,,Congo,1,,,,,,,,,,,,,,,Bulgaria,1,Iceland,1,Iraq,51,North Korea,4,South Korea,3,Egypt,7,Honduras,1,Denmark,4,Hungary,4,Saudi Arabia,3,Jersey,3,Serbia,1,Italy,4,Japan,3,Czechoslovakia,1,Cuba,4,Mexico,7,Bangladesh,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,2,,,,,,,,,,,,,,,,,Albania,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ukraine,1,,,,,,,Sierra Leone,3,,,,,,,,,,,South Korea,1,,,,,,,,,,,,,,,,,Antigua and Barbuda,4,Sudan,3,Czech Republic,8,France,10,Saudi Arabia,10,Albania,1,Colombia,1,Croatia,2,Slovenia,2,Macedonia,3,Albania,1,Kosovo,2,Portugal,5,Armenia,5,Netherlands,3,Afghanistan,8,Iran,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,2,,,,,,,,,,,,,,,,,Norway,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Arabia,1,,,,,,,Kuwait,4,,,,,,,,,,,West Bank,1,,,,,,,,,,,,,,,,,Norway,3,Libya,5,Cyprus,11,Croatia,11,Belgium,12,Malaysia,10,Uruguay,1,Austria,3,Croatia,1,Russia,1,Switzerland,1,Cuba,16,Jamaica,2,Iran,5,Somalia,3,Saudi Arabia,5,China,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,1,,,,,,,Libya,1,,,,,,,,,,,Russia,3,,,,,,,,,,,,,,,,,,,Egypt,20,Kuwait,9,Iraq,24,Haiti,1,Hungary,6,Nigeria,1,Oceans,1,Egypt,3,Nauru,1,Malta,7,Pakistan,1,Kuwait,5,Serbia,2,Russia,5,China,1,Jersey,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Korea,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azerbaijan,1,,,,,,,,,,,Luxembourg,2,,,,,,,,,,,,,,,,,,,Belgium,2,Macedonia,9,Netherlands,1,Kuwait,9,Oceans,3,Greece,10,Czech Republic,2,Macedonia,1,Ukraine,4,Italy,2,Myanmar,5,Brazil,1,Afghanistan,2,Hungary,4,Cyprus,3,Mexico,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,1,,,,,,,,,,,South Africa,5,,,,,,,,,,,,,,,,,,,Czech Republic,11,Switzerland,12,Eritrea,1,Croatia,5,Pakistan,2,Kuwait,4,Sudan,5,Sweden,4,Saudi Arabia,2,Austria,4,Vietnam,9,Georgia,1,Sudan,2,Nepal,1,Iran,6,Australia,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senegal,2,,,,,,,,,,,Sudan,5,,,,,,,,,,,,,,,,,,,West Bank,2,Philippines,5,Pakistan,2,Denmark,2,Qatar,5,Norway,4,Portugal,1,Kuwait,2,Iran,4,Libya,1,Bhutan,1,Armenia,2,Seychelles,1,Norway,4,Austria,8,Ethiopia,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burundi,2,,,,,,,,,,,Sri Lanka,1,,,,,,,,,,,,,,,,,,,Eritrea,4,Luxembourg,6,Chad,1,Japan,6,Sweden,3,Italy,4,Cuba,1,Netherlands,1,New Zealand,1,Hong Kong,1,Niger,1,Malaysia,2,Ireland,3,Chad,2,New Zealand,1,Egypt,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central African Republic,4,,,,,,,,,,,,,,,,,,,Russia,4,Russia,13,Brazil,3,Singapore,1,Belgium,6,Ireland,1,Malta,1,Brazil,2,Denmark,1,Czech Republic,1,Portugal,2,Israel,16,Cuba,3,Mali,1,Sri Lanka,1,Sudan,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,1,,,,,,,,,,,,,,,,,,,Macedonia,7,Ukraine,7,Iran,5,Sweden,4,Mexico,3,South Africa,2,Switzerland,4,Italy,1,Croatia,2,Sweden,5,Georgia,6,Poland,1,Australia,6,Austria,1,Sweden,2,New Zealand,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,1,,,,,,,,,,,,,,,,,,,Brazil,5,Czechoslovakia,2,Uruguay,2,Yemen,1,Bhutan,1,New Zealand,1,Colombia,2,Armenia,2,Serbia,1,Denmark,3,Rwanda,2,Pakistan,1,Libya,1,Kosovo,27,Eritrea,1,Saudi Arabia,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangladesh,1,,,,,,,,,,,,,,,,,,,Sweden,8,Venezuela,7,Cuba,11,Oceans,2,Kenya,1,Latvia,1,Uruguay,2,Iceland,1,Belgium,1,Uruguay,1,Hungary,1,Bosnia-Herzegovina,5,Slovenia,1,Uganda,5,Egypt,1,Malaysia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somalia,2,,,,,,,,,,,,,,,,,,,Netherlands,1,Argentina,2,Ukraine,2,Costa Rica,3,Libya,3,Estonia,1,United Arab Emirates,8,Yemen,2,Kuwait,1,Slovenia,1,Serbia,5,Turkmenistan,1,Iceland,1,Croatia,1,Ghana,1,Austria,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uganda,1,Jersey,4,Israel,27,Mexico,8,Argentina,1,Egypt,1,Finland,1,Albania,1,Thailand,2,France,14,Mexico,7,South Korea,2,South Africa,1,Italy,8,Myanmar,1,Japan,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estonia,2,Poland,4,Switzerland,4,Czechoslovakia,4,Dominican Republic,1,Armenia,1,Slovenia,4,Ireland,1,China,2,Uganda,1,Micronesia,1,Belgium,6,Macedonia,2,Belgium,4,Netherlands,1,Qatar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belarus,1,Italy,10,South Africa,5,Ireland,7,Vietnam,3,Libya,2,France,2,Somalia,1,Norway,1,Netherlands,1,Russia,12,Hungary,3,Netherlands,2,Philippines,3,Italy,2,Rwanda,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran,5,Libya,7,Tunisia,1,Argentina,2,Romania,1,Austria,3,Bulgaria,1,Mexico,1,,,India,2,Belgium,6,Vietnam,13,Vietnam, Democratic Republic of,Pakistan,1,Ethiopia,1,Philippines,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,10,Papua New Guinea,10,Libya,3,Vietnam,7,Egypt,2,Hong Kong,2,,,Vietnam,2,,,Somalia,2,South Sudan,1,Denmark,1,Japan,2,Mexico,1,Sudan,2,Oceans,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serbia,4,Norway,10,Kuwait,5,Malta,3,Bulgaria,2,,,,,Ukraine,1,,,Nigeria,2,China,4,Ethiopia,2,Pakistan,6,Czech Republic,2,Japan,1,Zimbabwe,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,7,Saudi Arabia,24,United Arab Emirates,4,Romania,2,Nigeria,1,,,,,Denmark,1,,,Vietnam,2,Iceland,2,Antarctica,1,Egypt,6,Bahrain,1,Puerto Rico,1,Libya,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portugal,3,Chile,3,Philippines,5,Czech Republic,3,France,6,,,,,,,,,Qatar,3,Malaysia,9,Sweden,21,Bulgaria,2,Vietnam,5,Kuwait,2,Croatia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,1,Morocco,3,Cambodia,1,Kosovo,2,Chile,1,,,,,,,,,,,Congo,5,Yemen,5,Guam,1,Malta,1,Serbia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niger,1,Japan,8,Oceans,3,Nigeria,2,China,1,,,,,,,,,,,Philippines,16,Iran,6,Philippines,1,Eritrea,1,Macedonia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,9,Vietnam,12,Rwanda,2,Poland,2,Japan,2,,,,,,,,,,,Venezuela,1,Kosovo,11,Portugal,1,New Zealand,1,Switzerland,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,2,Kosovo,5,Serbia,6,Macedonia,8,Serbia,3,,,,,,,,,,,Ireland,9,Uganda,10,Liberia,2,Uzbekistan,1,Uganda,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland,10,Nauru,11,Vietnam,4,Afghanistan,8,Iceland,1,,,,,,,,,,,Ethiopia,3,China,3,Czech Republic,1,Guyana,1,Kosovo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina,5,Belgium,10,Somalia,3,Netherlands,3,Croatia,1,,,,,,,,,,,India,3,Singapore,3,Lithuania,1,Saudi Arabia,3,India,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait,1,Albania,2,Qatar,3,Algeria,1,Macedonia,1,,,,,,,,,,,Jersey,4,Eritrea,1,Nigeria,1,India,1,Sierra Leone,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uruguay,18,Ireland,9,China,6,Luxembourg,1,,,,,,,,,,,,,Japan,19,Austria,2,India,1,Ethiopia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,4,Belarus,2,Czech Republic,2,Vatican City,3,,,,,,,,,,,,,Ukraine,2,Croatia,3,,,Kenya,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
